"date","ws","wd","rh","pres","solar","temp_mean","temp_max","temp_min","precip_sum","no","no2","nox","so2",".before","poblacio_total","incidencia_1000"
2023-05-30,1.7,181.4,59.7,985.1,251.6,20.5,26.2,16.3,0,1,12,12,1,50,27021,1.85041264201917
2023-05-31,1.2,129.7,69.1,985.2,218.2,19.4,24.2,15.6,0,1,19,19,1,34,20548,1.65466225423399
2023-06-01,1.8,201.3,69.4,984,301.6,19.6,26,14.3,0,1,17,16,1,20,13435,1.48864905098623
2023-06-02,1.5,208.5,78.1,984.6,190.3,18.8,24.1,15.7,0.5,1,19,19,1,12,6943,1.72835949877575
2023-06-03,1.7,203,78.2,985.4,196.6,18.6,23.6,14.8,3.2,1,9,8,1,5,2422,2.06440957886045
2023-06-04,1.5,221.1,74.1,985.6,258.5,20.1,25.3,15.6,3,1,6,6,1,37,19840,1.86491935483871
2023-06-05,1.5,221.2,69.1,985.6,342.7,21.5,27.4,16.9,0,1,10,9,1,33,14275,2.31173380035026
2023-06-06,1.2,209.7,74.4,985.3,199.8,20.8,25.4,16.7,0,1,2,2,1,30,17506,1.71369816063064
2023-06-07,2,197.9,65.8,982.6,275.4,21.4,26.7,16.8,0,1,2,2,1,27,17663,1.52861914737021
2023-06-08,1.5,233.4,71.4,980.7,289.9,22.3,28,17.8,0.1,1,4,4,1,37,17232,2.14716805942433
2023-06-09,1.8,181,69.4,983.2,329.4,22.8,28,17.7,0,1,3,3,1,3,1684,1.78147268408551
2023-06-10,2,215.9,58.6,984.3,221.4,23.3,28,18.8,0,1,14,14,1,3,1633,1.83710961420698
2023-06-11,2,225.9,48.4,982.1,314.8,24.1,28.9,19.2,0,1,2,2,1,31,17114,1.81138249386467
2023-06-12,1.6,220.6,69.3,979.2,169.9,21.2,27.5,18.2,0.1,1,12,11,1,26,13544,1.91966922622563
2023-06-13,1.3,259,60.6,982.3,220.6,22.6,28.1,16.9,0,1,10,10,1,12,7349,1.63287522111852
2023-06-14,2.4,221.5,57.1,987.1,330.2,23.4,27.8,18.5,0,1,4,4,1,21,10234,2.05198358413133
2023-06-15,1.8,213,48.5,987.4,328.4,24.4,30.7,18.8,0,1,14,13,1,35,19912,1.75773402973082
2023-06-16,1.7,241.7,50.6,985.3,347.1,24.9,31.3,18.5,0,1,12,12,1,NA,NA,NA
2023-06-17,1.6,226.2,53,984.5,130.1,23.5,28,19.5,0.8,1,3,3,1,0,0,NA
2023-06-18,2,150.7,58,982.9,214.2,22.9,30,18.6,0.4,1,6,6,1,30,15087,1.98846689202625
2023-06-19,1.3,181,65.9,982.2,225.6,23.8,30.2,18.8,0,1,5,5,1,29,18931,1.53187892874122
2023-06-20,1.8,169.4,71.5,983.4,266.1,24.7,29.1,21,0,1,10,10,1,28,18460,1.51679306608884
2023-06-21,1.8,266.9,56.7,987.8,327.4,26,33.2,20.8,0,1,17,17,1,24,14527,1.65209609692297
2023-06-22,1.4,222.2,62.8,992.4,355,25.2,32.2,20.1,0,1,6,6,1,27,15429,1.74995139023916
2023-06-23,1.6,154.9,69.1,989.1,317.4,25.1,31.1,20.4,0,1,2,2,1,16,10352,1.54559505409583
2023-06-24,1.5,225,47.4,987.9,354.5,27.4,34.6,20.3,0,1,7,7,1,16,10533,1.51903541251305
2023-06-25,1.5,193.4,46.5,988.5,337.9,27.9,33.8,21.4,0,1,15,14,1,37,23787,1.55547147601631
2023-06-26,1.9,216.8,61.8,987.7,293,25.7,30.9,21.9,0,1,17,17,1,17,10273,1.6548233232746
2023-06-27,1.3,222.6,61.2,985.6,256,26.2,31.8,21.4,0,1,14,13,1,20,14595,1.3703323055841
2023-06-28,1.8,213,62,986,225.4,25.1,30.2,19.4,1.5,1,14,14,1,10,6998,1.42897970848814
2023-06-29,2.1,253.4,70,986.7,237.1,21.9,26.2,17.4,1.1,1,6,6,1,14,6238,2.24430907342097
2023-06-30,1.7,237.6,52.1,986.1,347.2,23.5,29,16.9,0,1,4,5,1,5,3534,1.41482739105829
2023-07-01,2,197,66.2,986.6,289.2,23.9,29.1,19.2,0,1,2,1,1,11,4336,2.53690036900369
2023-07-02,1.8,218.5,70.6,987.3,234.9,23.9,29.1,19.2,0.1,1,12,12,1,24,11638,2.06221000171851
2023-07-03,1.9,188.9,75.7,987,186,23.4,26.6,19.5,0.1,1,2,2,1,14,8474,1.65211234363937
2023-07-04,2.1,173,80.2,987.9,147,22.4,25,19.9,0,1,5,5,1,30,19243,1.55900847061269
2023-07-05,1.9,187.6,70.4,986.4,258.7,23.9,29.4,19.4,0.1,1,14,14,1,24,16543,1.45076467388019
2023-07-06,2,165.8,64.2,986.2,249.4,24.6,30.7,19.9,0,1,24,23,1,12,6100,1.9672131147541
2023-07-07,1.7,177.7,58.3,987.2,346.6,26.6,35.3,20.5,0,1,13,13,1,6,4214,1.42382534409112
2023-07-08,1.4,170.4,59.3,989.6,321.7,27,34.2,20.9,0,1,8,8,1,9,5603,1.60628234874175
2023-07-09,1.5,136.6,66.7,990.5,328.4,27.4,33.9,22.2,0,1,20,20,1,27,13519,1.99718914120867
2023-07-10,1.8,158.2,62.5,985.9,287.3,28.2,33.3,22.6,0,1,69,70,1,20,12809,1.56140213912093
2023-07-11,2.4,149.3,73.2,985.2,251.1,26.1,29.6,23.4,0,1,23,23,1,15,6327,2.37079184447606
2023-07-12,2.2,207.9,65.9,988.3,324.4,26,31.5,22.3,0,1,21,20,1,22,11448,1.92173305380853
2023-07-13,1.6,188.7,65.8,986.6,329.1,26.3,31.9,22.2,0,1,3,3,1,13,7866,1.65268243071447
2023-07-14,1.8,187.3,72.2,983.6,328.9,26.2,31.4,21.1,0,1,4,3,1,1,229,4.36681222707424
2023-07-15,2,127.4,68,986.6,286.3,25.6,29.2,22.6,0,1,3,2,1,5,3280,1.52439024390244
2023-07-16,1.7,163.7,66.3,989.1,284.1,26.1,30.8,21.6,0,1,6,6,1,17,9294,1.82913707768453
2023-07-17,1.4,227.4,44.9,987.4,337,30.6,40.9,20.9,0,1,17,17,1,23,12749,1.80406306376971
2023-07-18,2.6,170.6,59.3,986,311,28.5,35.4,23.9,0,1,37,37,1,21,12761,1.64563905650027
2023-07-19,1.9,194,57.9,983.2,304.1,27,32.1,22.3,0,1,9,7,1,11,7417,1.48307941216125
2023-07-20,2.5,173.8,66.9,983.5,253.4,25.8,30.8,23,0,1,9,9,1,24,13384,1.7931858936043
2023-07-21,2.1,208.2,64.6,987.4,254.4,25.1,29.3,21.5,0,1,15,15,1,12,7713,1.55581485803189
2023-07-22,2.2,182.9,69,984.9,309.9,26.3,32.1,21,0,1,2,2,1,13,8519,1.52600070430802
2023-07-23,2.2,158.7,70.2,979.7,224,26.4,34.3,22.7,0,1,19,18,1,19,11781,1.61276631864867
2023-07-24,2.1,256.4,48.6,982.5,339.8,26.1,32.1,21.3,0.2,1,10,10,1,15,11641,1.28854909372047
2023-07-25,2.7,191.1,67.4,987.4,189.2,22.3,25,19.9,0,1,5,4,1,9,6701,1.3430831219221
2023-07-26,2.1,229,78.1,985.5,147,23.1,28.7,18.9,3.6,1,4,3,1,NA,NA,NA
2023-07-27,1.6,184.5,70.4,984.9,335.4,24.9,30.8,17.9,0,1,7,7,1,NA,NA,NA
2023-07-28,1.5,234.3,72.9,984.4,324.9,26.5,32.6,21.6,0,1,5,5,1,NA,NA,NA
2023-07-29,2.6,179.2,69.4,988,257.7,25.6,29.9,22.5,0,1,4,3,1,0,0,NA
2023-07-30,1.8,204.2,69.7,986.7,228.7,25.6,30.6,22.4,0,1,9,9,1,40,22642,1.76662838971822
2023-07-31,2,176.3,66.6,982.8,315.4,27.5,35.5,23.2,0,1,9,9,1,27,15464,1.74599068804966
2023-08-01,1.5,192.1,69.8,980.5,321.1,27.5,33.2,22.1,0,1,8,8,1,21,11742,1.78845171180378
2023-08-02,2.5,170.9,79.4,982.4,180.1,23.1,26.5,21,6.6,1,14,14,1,18,10235,1.75867122618466
2023-08-03,2.1,231,53.9,985.8,250.1,22.1,27.8,16.9,0,1,7,6,1,14,9261,1.51171579743008
2023-08-04,1.9,264.2,46.1,986.5,332.8,23.4,30,18.1,0,1,6,6,1,9,7101,1.26742712294043
2023-08-05,2.5,203.6,68.6,987.5,237.6,22.2,26.8,18.9,0,1,3,2,1,15,11264,1.33167613636364
2023-08-06,2.1,199.3,63.1,989.6,270.4,22.7,26.4,19.8,0,1,4,4,1,19,13625,1.39449541284404
2023-08-07,1.8,218.9,71.4,988.1,236.5,23.9,29.1,19.5,0,1,2,2,1,19,12691,1.49712394610354
2023-08-08,1.4,216.6,72.3,988.4,281.8,25.7,33.4,20.9,0,1,2,2,1,14,8646,1.61924589405505
2023-08-09,2.1,209.5,63.8,988.3,273,26.6,33.9,23.1,0,1,1,1,1,8,5991,1.33533633784009
2023-08-10,1.7,223.3,45.5,991,314.4,27.8,34.6,22,0,1,9,9,1,18,9284,1.9388194743645
2023-08-11,2.1,178.6,63,990,303,26.5,32,22.1,0,1,27,27,1,6,4045,1.48331273176761
2023-08-12,2,191.5,72.8,988,299.8,25.7,31.5,20.5,0,1,12,12,1,6,4264,1.40712945590994
2023-08-13,1.8,185.8,69.7,986.3,294.7,26,31.4,20.9,0,1,4,4,1,13,6947,1.87131135742047
2023-08-14,1.9,196.2,68.9,986.7,305.8,26.1,32.3,21.1,0.3,1,14,13,1,6,5874,1.02145045965271
2023-08-15,1.6,153.3,73.6,986.3,194.8,25.3,30.6,20.9,0,1,12,12,1,15,10025,1.49625935162095
2023-08-16,2.1,130.1,74.8,984.5,298.8,25.9,31.2,21.5,0,1,6,6,1,20,11861,1.6861984655594
2023-08-17,1.5,186.9,73.4,984.3,267.9,25.8,31.9,20.8,0,1,17,17,1,19,12971,1.46480610592861
2023-08-18,1.7,176.6,74.2,987.4,267.5,26.2,31.3,21.7,0,1,6,5,1,7,5011,1.39692676112552
2023-08-19,1.8,199.6,51.8,989.4,284.8,29.8,36,23.9,0,1,8,7,1,10,7783,1.28485159964024
2023-08-20,1.7,180.7,48.3,989.7,289.6,31.2,37,26.3,0,1,9,9,1,13,9478,1.37159738341422
2023-08-21,1.8,210.6,45.1,988.5,289.6,31.1,37.4,25.5,0,1,12,12,1,22,10423,2.11071668425597
2023-08-22,1.9,195,40.1,986.3,277.2,32.8,39.1,27.2,0,1,35,35,1,15,10637,1.410172040989
2023-08-23,1.6,227.7,50.1,985.3,287.7,31.2,38.1,25.9,0,1,14,13,1,7,4946,1.4152850788516
2023-08-24,1.7,199.7,64.6,984.2,287.1,28.5,35.1,23.9,0,1,4,3,1,10,7251,1.37912012136257
2023-08-25,1.6,119.7,82.1,983,121.2,24.7,29,20.4,6.8,1,3,3,1,6,3912,1.53374233128834
2023-08-26,1.8,263.9,83.8,980.5,36.9,18.2,22,15.8,21.1,2,21,23,1,3,2498,1.20096076861489
2023-08-27,2.9,291.5,49,982.1,256.5,21.9,29,16.3,0,1,9,9,1,34,19980,1.7017017017017
2023-08-28,2.7,219.5,55,981.5,289.3,22.2,29.1,18.3,0,1,11,11,1,18,11384,1.58116654954322
2023-08-29,2,199.8,73.8,982.4,225.7,21,24.4,18.2,0.2,1,32,32,1,14,7368,1.90010857763301
2023-08-30,1.6,221.6,64.9,987.1,274.5,22.3,28.2,17.7,0,1,9,8,1,17,9276,1.83268650280293
2023-08-31,1.8,197.3,73.4,987.6,235.3,23.2,28.9,18.3,0,1,7,7,1,15,7050,2.12765957446809
2023-09-01,2.1,130.9,78.2,987.3,92.6,22.1,24.3,20.1,0.1,1,3,2,1,6,4168,1.43953934740883
2023-09-02,1.9,103.1,57,989.2,169.1,23.4,28.6,19.4,0.9,1,6,6,1,6,4565,1.31434830230011
2023-09-03,2.4,118.1,39.9,987.7,219.2,26,31.2,22.7,0,1,5,4,1,26,16062,1.61872743120408
2023-09-04,1.5,162.4,62.2,988,238.1,24.6,30.3,20.3,0,1,4,4,1,18,11359,1.5846465357866
2023-09-05,1.7,192.1,68,989.2,245.1,23.3,30.5,18.8,0,1,11,11,1,22,13515,1.62782093969663
2023-09-06,1.5,202.4,63.4,988.9,273.8,22.4,28.9,16.8,0,1,16,16,1,23,13784,1.66860127684272
2023-09-07,1.5,190.6,58.7,988.4,269.7,22.6,30,17.1,0,1,15,15,1,20,13238,1.51080223598731
2023-09-08,1.6,205.4,67.8,988.1,265.3,22.1,28.1,16.5,0,1,11,11,1,7,4977,1.40646976090014
2023-09-09,1.6,205.9,69.5,988.2,254.3,22.7,28.8,17.8,0,1,7,7,1,9,6082,1.47977638934561
2023-09-10,1.9,195.2,75,985.6,218.5,23.1,28.5,18.6,0,1,6,6,1,15,12333,1.21624908781318
2023-09-11,1.5,188.5,67.2,985.1,156.5,23.2,29.3,18.9,0,1,4,4,1,20,12285,1.62800162800163
2023-09-12,1.9,209.7,67.4,988.6,194.3,22.6,27.2,18.9,0,1,6,6,1,24,15304,1.56821745948772
2023-09-13,1.9,197.2,71.4,988.7,203.8,22.3,28.5,18.3,0,1,19,20,1,25,13574,1.84175629880654
2023-09-14,1.2,215.3,89.7,984.8,56.1,19.3,25.2,17.2,65.4,1,7,7,1,14,7070,1.98019801980198
2023-09-15,1.3,212.8,83.3,983.3,196.2,21.8,27.6,16.8,0.1,1,12,12,1,8,5912,1.3531799729364
2023-09-16,1.6,198.3,76.5,983.2,191.5,23.9,30.2,19.5,0,1,11,12,1,7,4273,1.6381933068102
2023-09-17,1.9,295.5,56.5,985.2,229.1,24.5,29.1,20.6,0.1,1,7,7,1,30,16366,1.83306855676402
2023-09-18,1.6,211.1,72.9,988.5,107.4,21.1,25,18,2.5,NA,NA,NA,NA,29,13523,2.1444945648155
2023-09-19,1.5,239.5,82.8,982.4,113.3,20,23.3,16.1,9.8,NA,NA,NA,NA,34,18897,1.7992273905911
2023-09-20,2.5,267.1,61.9,976.9,188.2,22.3,28,19.5,0,NA,NA,NA,NA,19,9029,2.10433049064127
2023-09-21,2,290,49.3,980.8,242,20.6,25.2,16,0,NA,NA,NA,NA,32,17433,1.83559915103539
2023-09-22,1.6,229.2,58.2,989.1,219.5,18.5,23.9,13.6,0,1,8,8,1,10,6541,1.52881822351322
2023-09-23,1.3,223.5,72.9,991.4,220.5,19.9,25.7,14.2,0,1,13,13,1,8,5359,1.49281582384773
2023-09-24,1.4,211.9,77.9,991.4,220.4,20,26.7,15.4,0,1,4,4,1,45,21867,2.05789545891069
2023-09-25,1.6,217.2,68.9,990.9,228.1,20.4,26.6,14.9,0,1,17,17,1,46,23790,1.93358554014292
2023-09-26,1.3,217.4,65.1,989.7,224.5,22,29.7,16.4,0,1,13,13,1,39,18817,2.07259393101982
2023-09-27,1.4,234,78.4,989.8,219.1,22.1,28.6,17.7,0,1,1,1,1,52,24697,2.10551888893388
2023-09-28,1.8,217.6,63.4,992.8,218.5,23.7,29.5,18,0,1,3,2,1,41,17405,2.35564492961793
2023-09-29,1.9,228.2,49.3,993.8,218.9,24.3,29.7,19.8,0,2,42,43,1,8,3922,2.03977562468129
2023-09-30,1.5,191,68.1,993.4,212.8,22.9,29.1,18.9,0,1,15,15,1,17,9553,1.77954569245263
2023-10-01,1.4,189.8,80.8,993.6,198.1,21.8,27.4,17.8,0,1,12,12,1,56,27156,2.0621593754603
2023-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,1,44,21217,2.07380873827591
2023-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,11,1,31,14656,2.11517467248908
2023-10-04,1,282.2,87.3,994.9,0,20.6,21.2,20.1,0,NA,NA,NA,NA,37,18704,1.97818648417451
2023-10-05,0.8,301.5,83.5,994.6,0,21.1,21.2,21.1,0,1,7,7,1,31,17911,1.73077996761766
2023-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,26,1,5,3592,1.39198218262806
2023-10-07,1.8,225.3,80.6,994.9,131.6,21.6,28.5,18,0,1,11,12,1,3,1745,1.71919770773639
2023-10-08,1.4,250.3,76.2,994.4,194.2,21.9,29.6,17.9,0,1,8,8,1,33,16691,1.97711341441495
2023-10-09,1.6,251,75.2,992.6,194.7,22,29.6,18.7,0,1,8,8,1,33,15380,2.14564369310793
2023-10-10,1.2,260.9,76.7,991.9,195.4,21.2,27.8,17.5,0,1,6,6,1,40,20114,1.98866461171323
2023-10-11,0.9,276.8,75,990.9,209.9,18.3,26,16,0,1,10,10,1,5,3830,1.30548302872063
2023-10-12,1.3,240.2,79.6,989.4,180.8,21,27.1,16.5,0,1,6,6,1,25,14939,1.67347211995448
2023-10-13,1.3,204.5,70.4,989,139.7,20.7,27.1,17.3,0,1,4,4,1,9,6614,1.36074992440278
2023-10-14,1.4,210.9,84.5,987.2,69,18.8,22.3,17.5,0.7,1,17,17,1,12,7372,1.62778079218665
2023-10-15,0.7,160.5,94.1,983.3,47.2,17.2,19.2,15.2,12.6,1,14,14,1,42,19145,2.19378427787934
2023-10-16,1.1,227.3,87.3,981.1,110.3,19,23.8,14.9,0,1,12,13,1,36,19877,1.81113850178598
2023-10-17,1.6,253,76.4,975.6,132.2,21.4,26.7,18.2,1.4,1,14,15,1,32,14405,2.22145088510934
2023-10-18,2.7,242.9,68,966.7,103,20.4,23.9,14.8,9,1,16,16,1,43,25095,1.71348874277745
2023-10-19,3.2,283,61,964.2,170.9,17.7,21,14.2,1.1,1,1,1,1,25,15068,1.65914520838864
2023-10-20,2.4,307.8,49.5,976.5,160.7,15.9,19.2,12.8,0,1,2,2,1,5,4076,1.22669283611384
2023-10-21,1,175.4,61.4,981.1,119.1,15,20.4,9.6,0,1,10,10,1,1,593,1.68634064080944
2023-10-22,1.3,249.5,67.3,977.6,117.4,19.7,23.9,16.7,2.1,1,13,12,1,35,16391,2.1353181624062
2023-10-23,2.9,292,61.3,980,170.9,16.8,19.8,14.4,5,1,15,15,1,37,18731,1.97533500613955
2023-10-24,2.8,289.9,56.9,979.4,118.7,18.2,22,14.9,0,1,3,2,1,30,12696,2.36294896030246
2023-10-25,3,270.9,57.5,974.3,100.1,21,25.3,18.8,0,1,27,27,1,39,22833,1.70805413217711
2023-10-26,3,294.8,45.3,976.9,146.4,18.1,20.8,15.9,0,1,1,1,2,27,12156,2.22112537018756
2023-10-27,2.2,260.6,58.9,978.7,161.9,18.1,23.5,15.4,0,1,4,4,2,5,3992,1.25250501002004
2023-10-28,1.8,264.4,72.6,977.7,124.8,17.4,21,13.8,0,1,11,11,1,13,8135,1.5980331899201
2023-10-29,1.9,235.3,79.5,975.3,107.9,15.9,22.8,13.5,1.8,1,19,19,1,57,24969,2.2828307100805
2023-10-30,1.7,280.9,56.4,984.8,120,14.6,18.6,11,0,1,5,4,1,24,13787,1.7407702908537
2023-10-31,2.2,278.5,56.1,982,117.5,16.2,20.2,11.8,0,1,32,34,1,7,5190,1.34874759152216
2023-11-01,3.9,272.7,61.4,968.9,54,16,19.9,11.7,0.3,1,20,21,1,53,25262,2.09801282558784
2023-11-02,4.3,296.9,46.4,971,122.6,12.9,16.5,10.4,0,1,1,1,1,30,14290,2.09937018894332
2023-11-03,2.6,248.3,57.4,968.7,98.8,15.3,19.6,10.3,0,1,3,3,1,14,10776,1.29918337045286
2023-11-04,3.8,297.5,42.9,975.4,148.1,15.8,18.5,13.5,0,1,1,1,1,13,7812,1.66410650281618
2023-11-05,1.7,295,51,984.9,145,13.7,18.5,9,0,1,1,1,1,47,28149,1.66968631212476
2023-11-06,1.5,297.4,50.3,990.7,142.3,12,16.9,8.3,0,1,29,30,1,39,22537,1.73048764254337
2023-11-07,1.7,274.6,57.7,991.6,138.9,12,17.5,7.9,0,1,2,2,1,39,20602,1.89302009513639
2023-11-08,1.8,297.8,70.7,985.1,59.7,12.9,15.3,10.1,1.2,1,7,7,1,36,19962,1.8034265103697
2023-11-09,2.4,284,53.1,983.3,120.4,15.1,18.1,12.8,0,26,52,93,1,41,24917,1.64546293695068
2023-11-10,1,250.5,72.1,983,88.6,14.8,19.4,12,0.3,1,8,8,1,9,6742,1.33491545535449
2023-11-11,2.1,270.1,61.7,985.9,96.4,18,22.8,13.8,0,1,22,22,1,6,4760,1.26050420168067
2023-11-12,1.5,287.4,58.6,990.6,120.8,19.3,24.6,14.3,0,1,12,11,1,65,27315,2.3796448837635
2023-11-13,1.8,303.7,53.9,990,125.5,20.3,25.5,16.9,0,1,12,13,1,36,20261,1.77681259562707
2023-11-14,1.8,200,77.2,993.3,81.6,16.1,19,12.8,0,1,3,3,1,44,26173,1.68112176670615
2023-11-15,1.8,283.8,72.5,990.7,80.6,17.1,21.3,13.6,0,1,21,21,1,55,32299,1.70283909718567
2023-11-16,1.3,245.9,74.1,993.5,112.4,14.7,20.2,11.7,0,2,34,39,1,46,22889,2.00969898204378
2023-11-17,1.3,243.5,76.5,995.2,120.6,14.8,21.7,10.9,0,1,27,29,1,12,7836,1.53139356814701
2023-11-18,0.7,197.7,67.1,992.3,120.2,15.5,23.1,11,0,1,11,12,1,8,5149,1.55369974752379
2023-11-19,1.1,215.8,68.5,988.4,116.9,14.1,20.2,9.5,0,6,27,36,1,80,35864,2.2306491188936
2023-11-20,1.6,278.2,53.6,984,112.2,13.8,17.6,10.6,0,1,23,23,1,47,25036,1.87729669276242
2023-11-21,2.6,296.7,38.1,986.5,121.9,13.5,18.8,9.9,0,2,26,27,1,35,22025,1.58910329171396
2023-11-22,1.4,286.6,40.1,990.8,120.4,11.7,16,8.3,0,5,44,53,3,26,15477,1.67991212767332
2023-11-23,1.6,259.9,46.1,985,159.4,10.7,15.8,9.1,0,1,20,21,1,40,23920,1.67224080267559
2023-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39,39,1,16,11148,1.43523501973448
2023-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,1,9,7011,1.28369704749679
2023-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,28,31,2,74,32330,2.28889576244974
2023-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,66,30618,2.15559474818734
2023-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,38,45,1,47,25324,1.85594692781551
2023-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,35,86,1,54,29104,1.85541506322155
2023-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,50,24025,2.08116545265349
2023-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,1,18,9579,1.87911055433761
2023-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,13,1,5,2934,1.70415814587594
2023-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,47,55,1,64,30019,2.13198307738432
2023-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,36,39,1,52,31208,1.66623942578826
2023-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,52,93,1,13,8517,1.52635904661266
2023-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24,24,1,65,29886,2.1749314060095
2023-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,1,19,10995,1.72805820827649
2023-12-08,1.7,253.8,60.1,989.3,90.6,12.4,16.4,6.9,0,1,17,17,2,17,8835,1.92416525183928
2023-12-09,1.6,243,67.5,991.3,86.9,14.6,19.8,10.1,0,1,19,19,1,20,13110,1.5255530129672
2023-12-10,1.2,294,69.5,988.6,80.8,14.7,18.8,11.2,0,3,33,37,1,75,32072,2.33848840109753
2023-12-11,1.6,299.4,55.9,983.9,39.3,16.4,18.2,13.2,0,30,45,92,1,68,29178,2.33052299677839
2023-12-12,3.7,296.1,53,979.8,36.9,13.9,16.6,9.7,0,1,4,4,1,37,15374,2.40666059581111
2023-12-13,3.5,311.4,48.4,989.1,102.6,11.4,15.4,8.2,0,1,2,3,2,54,23879,2.26140123120734
2023-12-14,1.3,232.3,54.5,1000.5,100.5,11.3,18,7.8,0,1,5,6,1,24,14811,1.62041725744379
2023-12-15,1.1,228.1,68.9,1005.2,92,9.5,15.8,6.2,0,5,36,44,1,6,4047,1.48257968865827
2023-12-16,1.1,212.1,73.1,1006.4,99.7,7.7,16.1,3.8,0,5,42,50,1,16,13044,1.22661760196259
2023-12-17,1,227,57.6,1003.8,99.9,8.9,16.5,3.2,0,1,29,30,1,73,32316,2.25894293848249
2023-12-18,1.4,274.2,36.1,996.9,99.9,12.2,18.8,7.9,0,1,35,37,1,56,28521,1.96346551663686
2023-12-19,1.7,281.6,51.4,990.8,61.6,9.9,14.5,6.2,0,1,23,23,1,36,21854,1.64729568957628
2023-12-20,2.2,294.8,52.6,990.6,90.4,12.4,17.2,8.8,0,3,45,51,1,42,17899,2.34649980445835
2023-12-21,2.9,324.6,53.2,990.4,100.2,14.5,19.2,11.5,0,1,4,4,1,34,18000,1.88888888888889
2023-12-22,1.7,298.9,64.7,993.5,100.6,10.9,14.7,8.2,0,1,2,2,1,8,5891,1.35800373451027
2023-12-23,1.2,274,66.4,992.8,101,9.9,15.4,6.1,0,1,24,25,1,17,9432,1.80237489397795
2023-12-24,0.7,219.7,46.8,991,101.8,10.4,18.4,5.4,0,1,13,14,1,8,4678,1.71013253527148
2023-12-25,0.6,211.4,37.7,991.4,102.1,11.7,19.7,6.8,0,1,16,17,1,25,18539,1.3485085495442
2023-12-26,1.1,232.9,35.5,992.9,103.3,11.7,19.5,7.6,0,1,32,33,1,64,31507,2.03129463293871
2023-12-27,1.3,264,81.1,994.2,54.2,9.9,13.5,7.7,0,2,53,57,1,66,31976,2.06404803602702
2023-12-28,0.5,203.6,54.2,991.9,55.6,9.2,14,6.7,0,25,57,97,2,67,34333,1.95147525704133
2023-12-29,1.3,231.4,67.6,989,95.6,9.8,16.5,4.6,0,39,64,124,1,17,11577,1.46842878120411
2023-12-30,2.3,284.3,62,985,70.5,11.4,16.1,7.3,0,1,30,31,1,11,8225,1.33738601823708
2023-12-31,1.3,242.8,61.7,988.8,72.1,9,14,6.7,0,1,24,26,1,14,9194,1.52273221666304
2024-01-01,2.3,279.8,42.4,987.1,53.6,12.2,15.5,7.8,0,1,25,26,1,82,35247,2.32643912957131
2024-01-02,1.9,283.5,62.2,984.7,33.3,14.8,17.6,11.8,0,1,9,9,1,44,26288,1.67376749847839
2024-01-03,1.1,229.8,80.8,984.2,62.5,11.5,15.8,7.8,0,9,50,65,1,44,21799,2.01844121289967
2024-01-04,1.3,292.2,78.9,974,61,10.3,13.2,6.6,3.7,17,48,74,1,19,12160,1.5625
2024-01-05,3.4,315.8,55.6,977.7,107.6,8.5,12.4,6,0,1,6,6,1,7,5277,1.32651127534584
2024-01-06,3.6,316.2,34.7,981.5,109.9,8.2,12.2,5.5,0,1,2,2,1,29,21243,1.36515558066186
2024-01-07,2.5,312.3,39.4,984.8,110.4,6.9,11.4,4,0,1,2,2,1,90,40388,2.22838466871348
2024-01-08,0.9,215.7,62.1,989.6,97.1,6.5,12.2,2.6,0,8,43,56,2,46,27377,1.68024253935786
2024-01-09,0.7,256.2,91,988,20.9,6.2,8.2,4.8,6.4,4,51,58,1,58,27966,2.07394693556461
2024-01-10,0.9,286.5,87.8,987.3,-0.7,5.3,5.6,4.6,0,1,15,16,1,31,20922,1.48169391071599
2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,1,39,20645,1.88907725841608
2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,14,2,13,7939,1.63748582944955
2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,16,1,12,8004,1.49925037481259
2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,1,71,26219,2.70795987642549
2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,17,22,1,41,21156,1.93798449612403
